location,listPrice,livingArea,additionalArea,plotArea,source,rooms,published,constructionYear,objectType,booliId,soldDate,soldPrice,soldPriceSource,url,rent,floor,isNewConstruction
"{'address': {'streetAddress': 'Svartnäs 120'}, 'position': {'latitude': 60.911194, 'longitude': 16.138548}, 'namedAreas': ['Falun'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",200000.0,339.0,90.0,3150.0,"{'name': 'Fastighetsbyrån', 'id': 1573, 'type': 'Broker', 'url': 'http://www.fastighetsbyran.se/'}",,2019-05-20 11:57:50,1900.0,Villa,3451414,2019-06-06,200000,bobot,https://www.booli.se/annons/3451414,,,
"{'address': {'streetAddress': 'Klippudden 1'}, 'position': {'latitude': 60.539046, 'longitude': 15.630959}, 'namedAreas': ['Hinsnoret'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",6900000.0,196.0,,,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",5.0,2019-05-08 23:15:16,1966.0,Villa,3438886,2019-06-03,6900000,bid,https://www.booli.se/annons/3438886,,,
"{'address': {'streetAddress': 'Övre Gruvrisbacken 43', 'city': 'Falun'}, 'position': {'latitude': 60.587675, 'longitude': 15.601808}, 'namedAreas': ['Övre Gruvriset'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",4700000.0,198.0,6.0,3361.0,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",7.0,2019-05-04 00:15:56,1870.0,Villa,3435203,2019-05-24,6100000,bid,https://www.booli.se/annons/3435203,,,
"{'address': {'streetAddress': 'Gamla Gruvgatan 33', 'city': 'Falun'}, 'position': {'latitude': 60.60261894, 'longitude': 15.6236695}, 'namedAreas': ['Elsborg'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",5500000.0,321.0,0.0,321.0,"{'name': 'Slagga.se', 'id': 1401, 'type': 'Broker', 'url': 'http://www.slagga.se/'}",10.0,2019-04-04 13:30:25,1936.0,Villa,3382195,2019-05-12,5900000,bid,https://www.booli.se/annons/3382195,,,
"{'address': {'streetAddress': 'Styraregatan 2', 'city': 'Falun'}, 'position': {'latitude': 60.59848593, 'longitude': 15.62754301}, 'namedAreas': ['Elsborg'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",2650000.0,162.0,82.0,761.0,"{'name': 'SkandiaMäklarna', 'id': 1570, 'type': 'Broker', 'url': 'http://www.skandiamaklarna.se/'}",7.0,2019-03-08 00:54:49,1921.0,Villa,3340594,2019-05-05,2450000,bid,https://www.booli.se/annons/3340594,,,
"{'address': {'streetAddress': 'Tallholsvägen 3', 'city': 'Sågmyra'}, 'position': {'latitude': 60.70962143, 'longitude': 15.31111717}, 'namedAreas': ['Sågmyra'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",1875000.0,118.0,149.0,1196.0,"{'name': 'Mäklarhuset', 'id': 204, 'type': 'Broker', 'url': 'http://www.maklarhuset.se/'}",7.0,2018-06-29 17:36:16,1973.0,Villa,3180481,2018-08-24,2200000,bobot,https://www.booli.se/annons/3180481,,,
"{'address': {'streetAddress': 'Sörbo 87'}, 'position': {'latitude': 60.531691, 'longitude': 15.52112}, 'namedAreas': ['Sörbo'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",3775000.0,160.0,,3757.0,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",6.0,2018-10-19 14:58:20,2007.0,Villa,3267300,2019-01-15,3700000,bid,https://www.booli.se/annons/3267300,,,
"{'address': {'streetAddress': 'Liljansnäs 137'}, 'position': {'latitude': 60.706455, 'longitude': 15.914369}, 'namedAreas': ['Falun'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",2295000.0,239.0,24.0,,"{'name': 'Fastighetsbyrån', 'id': 1573, 'type': 'Broker', 'url': 'http://www.fastighetsbyran.se/'}",7.0,2018-08-11 00:55:23,1977.0,Villa,3165258,2018-12-21,2600000,bid,https://www.booli.se/annons/3165258,,,
"{'address': {'streetAddress': 'Vinkelvägen 10', 'city': 'Falun'}, 'position': {'latitude': 60.60030382, 'longitude': 15.66040745}, 'namedAreas': ['Nedre Norslund'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",3995000.0,232.0,40.0,1558.0,"{'name': 'Fastighetsbyrån', 'id': 1573, 'type': 'Broker', 'url': 'http://www.fastighetsbyran.se/'}",8.0,2018-06-26 19:07:43,1920.0,Villa,3191243,2018-10-01,4100000,bid,https://www.booli.se/annons/3191243,,,
"{'address': {'streetAddress': 'Kvarntäkt 858'}, 'position': {'latitude': 60.728265, 'longitude': 15.760362}, 'namedAreas': ['Falun'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",795000.0,50.0,26.0,4680.0,"{'name': 'Fastighetsbyrån', 'id': 1573, 'type': 'Broker', 'url': 'http://www.fastighetsbyran.se/'}",3.0,2018-08-21 23:24:40,1909.0,Villa,3191055,2018-09-06,1540000,bid,https://www.booli.se/annons/3191055,,,
"{'address': {'streetAddress': 'Sturegatan 116', 'city': 'Falun'}, 'position': {'latitude': 60.61087911, 'longitude': 15.6196787}, 'namedAreas': ['Gamla Herrgården'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",3875000.0,104.0,,618.0,"{'name': 'Länsförsäkringar Fastighetsförmedling', 'id': 64, 'type': 'Broker', 'url': 'https://www.lansfast.se/'}",4.0,2018-08-21 03:24:39,1917.0,Villa,3220280,2018-09-06,3900000,bid,https://www.booli.se/annons/3220280,,,
"{'address': {'streetAddress': 'Kullerbacken 25'}, 'position': {'latitude': 60.5784428, 'longitude': 15.42040401}, 'namedAreas': ['Aspeboda'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",2495000.0,92.0,80.0,2.0,"{'name': 'Fastighetsbyrån', 'id': 1573, 'type': 'Broker', 'url': 'http://www.fastighetsbyran.se/'}",4.0,2018-08-17 13:23:41,1955.0,Villa,3217835,2018-08-30,3230000,bid,https://www.booli.se/annons/3217835,,,
"{'address': {'streetAddress': 'Lumsheden 324', 'city': 'Lumsheden'}, 'position': {'latitude': 60.71674806, 'longitude': 16.22894975}, 'namedAreas': ['Lumsheden'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",155000.0,,,5794.0,"{'name': 'Fastighetsbyrån', 'id': 1573, 'type': 'Broker', 'url': 'http://www.fastighetsbyran.se/'}",,2018-08-13 18:54:29,,Villa,3214975,2018-08-29,173000,bid,https://www.booli.se/annons/3214975,,,
"{'address': {'streetAddress': 'Bjursåsvägen 5', 'city': 'Bjursås'}, 'position': {'latitude': 60.73498711, 'longitude': 15.43927481}, 'namedAreas': ['Bjursås'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",1195000.0,130.0,80.0,2930.0,"{'name': 'Fastighetsbyrån', 'id': 1573, 'type': 'Broker', 'url': 'http://www.fastighetsbyran.se/'}",6.0,2018-08-09 10:34:01,1958.0,Villa,3212142,2018-08-24,1550000,bid,https://www.booli.se/annons/3212142,,,
"{'address': {'streetAddress': 'Västra Tvillingvägen 9', 'city': 'Falun'}, 'position': {'latitude': 60.598232, 'longitude': 15.631457}, 'namedAreas': ['Daglöstäkten'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",3610000.0,,,,"{'name': 'Länsförsäkringar Fastighetsförmedling', 'id': 64, 'type': 'Broker', 'url': 'https://www.lansfast.se/'}",,2018-08-07 19:15:33,,Villa,3175178,2018-08-23,3610000,bid,https://www.booli.se/annons/3175178,,,
"{'address': {'streetAddress': 'Vändrostvägen 30', 'city': 'Falun'}, 'position': {'latitude': 60.604482, 'longitude': 15.586012}, 'namedAreas': ['Gamla Berget'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",3800000.0,195.0,9.0,1019.0,"{'name': 'SkandiaMäklarna', 'id': 1570, 'type': 'Broker', 'url': 'http://www.skandiamaklarna.se/'}",6.0,2018-05-30 23:46:08,1979.0,Villa,3172729,2018-07-05,3800000,maklare,https://www.booli.se/annons/3172729,,,
"{'address': {'streetAddress': 'Åkervägen 12', 'city': 'Falun'}, 'position': {'latitude': 60.592013, 'longitude': 15.678564}, 'namedAreas': ['Haraldsbo'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",1995000.0,118.0,118.0,950.0,"{'name': 'Fastighetsbyrån', 'id': 1573, 'type': 'Broker', 'url': 'http://www.fastighetsbyran.se/'}",7.0,2018-06-27 13:23:34,1961.0,Villa,3174428,2018-07-19,2010000,bid,https://www.booli.se/annons/3174428,,,
"{'address': {'streetAddress': 'Gårdvik 120'}, 'position': {'latitude': 60.730273, 'longitude': 15.83494}, 'namedAreas': ['Svärdsjö'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",2495000.0,151.0,29.0,38600.0,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",5.0,2018-06-07 12:47:18,1909.0,Villa,3178667,2018-06-25,2770000,bid,https://www.booli.se/annons/3178667,,,
"{'address': {'streetAddress': 'Önsgärdesvägen 11-13', 'city': 'Vika'}, 'position': {'latitude': 60.52097773, 'longitude': 15.71516542}, 'namedAreas': ['Vika'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",2195000.0,127.0,4.0,1614.0,"{'name': 'Fastighetsbyrån', 'id': 1573, 'type': 'Broker', 'url': 'http://www.fastighetsbyran.se/'}",6.0,2018-05-31 11:40:31,1985.0,Villa,3161464,2018-06-15,2630000,bid,https://www.booli.se/annons/3161464,,,
"{'address': {'streetAddress': 'Hillersboda 35'}, 'position': {'latitude': 60.713249, 'longitude': 15.93307}, 'namedAreas': ['Svärdsjö'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",1275000.0,133.0,43.0,6260.0,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",4.0,2018-05-26 15:32:13,1934.0,Villa,3169728,2018-06-15,1520000,bid,https://www.booli.se/annons/3169728,,,
"{'address': {'streetAddress': 'Blomstervägen 13', 'city': 'Sundborn'}, 'position': {'latitude': 60.655158, 'longitude': 15.776528}, 'namedAreas': ['Sundborn'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",1375000.0,110.0,7.0,850.0,"{'name': 'Fastighetsbyrån', 'id': 1573, 'type': 'Broker', 'url': 'http://www.fastighetsbyran.se/'}",5.0,2018-05-24 13:05:35,1960.0,Villa,3166257,2018-06-12,1300000,bid,https://www.booli.se/annons/3166257,,,
"{'address': {'streetAddress': 'Vrebrovägen 12', 'city': 'Sågmyra'}, 'position': {'latitude': 60.707626, 'longitude': 15.301821}, 'namedAreas': ['Sågmyra'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",1195000.0,139.0,72.0,1432.0,"{'name': 'Fastighetsbyrån', 'id': 1573, 'type': 'Broker', 'url': 'http://www.fastighetsbyran.se/'}",,2018-05-07 21:38:31,1952.0,Villa,3104769,2018-05-26,1515000,bid,https://www.booli.se/annons/3104769,,,
"{'address': {'streetAddress': 'Lumshedsvägen 10', 'city': 'Svärdsjö'}, 'position': {'latitude': 60.74295911, 'longitude': 15.91518856}, 'namedAreas': ['Svärdsjö'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",1350000.0,66.0,62.0,1250.0,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",3.0,2018-03-21 18:10:22,1940.0,Villa,3112691,2018-04-19,1700000,bid,https://www.booli.se/annons/3112691,,,
"{'address': {'streetAddress': 'Mariebergsvägen 8', 'city': 'Falun'}, 'position': {'latitude': 60.598062, 'longitude': 15.648215}, 'namedAreas': ['Falun'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",3975000.0,185.0,85.0,1200.0,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",6.0,2018-03-23 19:46:21,1932.0,Villa,3114748,2018-04-14,4520000,bid,https://www.booli.se/annons/3114748,,,
"{'address': {'streetAddress': 'Vassbo 44'}, 'position': {'latitude': 60.52719325, 'longitude': 15.52709666}, 'namedAreas': ['Vassbo'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",4000000.0,300.0,150.0,1650.0,"{'name': 'SkandiaMäklarna', 'id': 1570, 'type': 'Broker', 'url': 'http://www.skandiamaklarna.se/'}",10.0,2018-03-30 14:18:31,1951.0,Villa,3119600,2018-04-13,4025000,bid,https://www.booli.se/annons/3119600,,,
"{'address': {'streetAddress': 'Övertänger 226'}, 'position': {'latitude': 60.862452, 'longitude': 15.75661027}, 'namedAreas': ['Övertänger'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",1575000.0,166.0,96.0,2070.0,"{'name': 'SkandiaMäklarna', 'id': 1570, 'type': 'Broker', 'url': 'http://www.skandiamaklarna.se/'}",7.0,2017-11-20 21:54:41,1955.0,Villa,3046373,2018-02-13,1300000,bid,https://www.booli.se/annons/3046373,,,
"{'address': {'streetAddress': 'Lumsheden 158', 'city': 'Lumsheden'}, 'position': {'latitude': 60.712466, 'longitude': 16.251673}, 'namedAreas': ['Lumsheden'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",1250000.0,140.0,,3300.0,"{'name': 'SkandiaMäklarna', 'id': 1570, 'type': 'Broker', 'url': 'http://www.skandiamaklarna.se/'}",6.0,2017-09-29 17:44:16,1909.0,Villa,3005567,2018-01-23,1125000,admin,https://www.booli.se/annons/3005567,,,
"{'address': {'streetAddress': 'Nyhyttan 60'}, 'position': {'latitude': 60.497355, 'longitude': 15.796069}, 'namedAreas': ['Nyhyttan'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",875000.0,45.0,,2425.0,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",2.0,2017-11-20 16:32:44,1910.0,Villa,3046175,2017-12-07,1700000,bid,https://www.booli.se/annons/3046175,,,
"{'address': {'streetAddress': 'Norslindsvägen 6', 'city': 'Falun'}, 'position': {'latitude': 60.596931, 'longitude': 15.648211}, 'namedAreas': ['Kvarnberget'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",,63.0,70.0,1034.0,"{'name': 'SkandiaMäklarna', 'id': 1570, 'type': 'Broker', 'url': 'http://www.skandiamaklarna.se/'}",5.0,2017-11-24 19:42:59,1942.0,Villa,3049331,2017-12-07,2950000,bid,https://www.booli.se/annons/3049331,,,
"{'address': {'streetAddress': 'Fagerövägen 1', 'city': 'Falun'}, 'position': {'latitude': 60.57333805, 'longitude': 15.65066878}, 'namedAreas': ['Källviken'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",3650000.0,152.0,90.0,875.0,"{'name': 'Fastighetsbyrån', 'id': 1573, 'type': 'Broker', 'url': 'http://www.fastighetsbyran.se/'}",8.0,2017-11-10 15:06:35,1975.0,Villa,3039640,2017-11-28,3450000,bid,https://www.booli.se/annons/3039640,,,
"{'address': {'streetAddress': 'Kråknäs 153'}, 'position': {'latitude': 60.500821, 'longitude': 15.657578}, 'namedAreas': ['79192'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",4990000.0,142.0,,2611.0,"{'name': 'Mäklarhuset', 'id': 204, 'type': 'Broker', 'url': 'http://www.maklarhuset.se/'}",4.0,2017-09-15 13:12:29,1960.0,Villa,2410457,2017-10-19,5750000,bid,https://www.booli.se/annons/2410457,,,
"{'address': {'streetAddress': 'Riset 72'}, 'position': {'latitude': 60.676806, 'longitude': 15.805366}, 'namedAreas': ['Sundborn'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",1275000.0,66.0,,2272.0,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",3.0,2017-09-08 23:06:43,1968.0,Villa,2406099,2017-09-29,1425000,bid,https://www.booli.se/annons/2406099,,,
"{'address': {'streetAddress': 'Bergsgården 240'}, 'position': {'latitude': 60.664624, 'longitude': 15.547126}, 'namedAreas': ['Bergsgården'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",2800000.0,164.0,,4467.0,"{'name': 'Fastighetsbyrån', 'id': 1573, 'type': 'Broker', 'url': 'http://www.fastighetsbyran.se/'}",5.0,2017-06-10 03:10:15,1922.0,Villa,2350159,2017-09-18,3000000,bid,https://www.booli.se/annons/2350159,,,
"{'address': {'streetAddress': 'Gamla Bergsvägen 8', 'city': 'Falun'}, 'position': {'latitude': 60.603748, 'longitude': 15.589451}, 'namedAreas': ['Gamla Berget'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",2925000.0,158.0,,1106.0,"{'name': 'Fastighetsbyrån', 'id': 1573, 'type': 'Broker', 'url': 'http://www.fastighetsbyran.se/'}",6.0,2017-08-31 17:27:23,1980.0,Villa,2398209,2017-09-08,3700000,bid,https://www.booli.se/annons/2398209,,,
"{'address': {'streetAddress': 'Kapellvägen 24', 'city': 'Falun'}, 'position': {'latitude': 60.589433, 'longitude': 15.756056}, 'namedAreas': ['Hosjö'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",2395000.0,162.0,38.0,1394.0,"{'name': 'SkandiaMäklarna', 'id': 1570, 'type': 'Broker', 'url': 'http://www.skandiamaklarna.se/'}",6.0,2017-08-25 16:49:53,1975.0,Villa,2393456,2017-09-02,2950000,bid,https://www.booli.se/annons/2393456,,,
"{'address': {'streetAddress': 'Sundbornsvägen 66', 'city': 'Falun'}, 'position': {'latitude': 60.600164, 'longitude': 15.768414}, 'namedAreas': ['Hosjöholmen'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",2695000.0,163.0,30.0,948.0,"{'name': 'Slagga.se', 'id': 1401, 'type': 'Broker', 'url': 'http://www.slagga.se/'}",6.0,2017-01-06 21:41:25,1990.0,Villa,2233803,2017-08-22,2450000,bid,https://www.booli.se/annons/2233803,,,
"{'address': {'streetAddress': 'Lumshedsvägen 14', 'city': 'Svärdsjö'}, 'position': {'latitude': 60.74280292, 'longitude': 15.91649741}, 'namedAreas': ['Svärdsjö'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",995000.0,82.0,54.0,1534.0,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",3.0,2017-06-22 11:57:38,1954.0,Villa,2358061,2017-07-25,1140000,bid,https://www.booli.se/annons/2358061,,,
"{'address': {'streetAddress': 'Karlsbyheden'}, 'position': {'latitude': 60.64599764, 'longitude': 15.84269043}, 'namedAreas': ['Sundborn'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",2975000.0,130.0,49.0,,"{'name': 'Fastighetsbyrån', 'id': 1573, 'type': 'Broker', 'url': 'http://www.fastighetsbyran.se/'}",5.0,2017-06-08 22:25:33,1900.0,Villa,2348977,2017-06-30,3230000,bid,https://www.booli.se/annons/2348977,,,
"{'address': {'streetAddress': 'Vallbyn 62'}, 'position': {'latitude': 60.80697051, 'longitude': 15.72282927}, 'namedAreas': ['Enviken'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",1495000.0,110.0,0.0,3937.0,"{'name': 'Hemverket', 'id': 1655, 'type': 'Broker', 'url': 'http://www.hemverket.se/'}",3.0,2017-06-08 16:48:46,1979.0,Villa,2348573,2017-06-27,2320000,bid,https://www.booli.se/annons/2348573,,,
"{'address': {'streetAddress': 'Stenslundsvägen 32', 'city': 'Falun'}, 'position': {'latitude': 60.618011, 'longitude': 15.60462}, 'namedAreas': ['Stenslund'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",2795000.0,116.0,34.0,986.0,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",3.0,2017-05-12 17:50:52,1960.0,Villa,2323690,2017-05-31,3000000,bid,https://www.booli.se/annons/2323690,,,
"{'address': {'streetAddress': 'Storsvedsvägen 16-18', 'city': 'Bjursås'}, 'position': {'latitude': 60.74266806, 'longitude': 15.43210746}, 'namedAreas': ['Bjursås'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",1275000.0,70.0,5.0,6010.0,"{'name': 'SkandiaMäklarna', 'id': 1570, 'type': 'Broker', 'url': 'http://www.skandiamaklarna.se/'}",4.0,2017-05-03 16:23:52,,Villa,2314557,2017-05-23,1610000,bid,https://www.booli.se/annons/2314557,,,
"{'address': {'streetAddress': 'Prästarvsvägen 13', 'city': 'Falun'}, 'position': {'latitude': 60.605198, 'longitude': 15.584509}, 'namedAreas': ['Gamla Berget'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",3400000.0,189.0,57.0,1059.0,"{'name': 'Slagga.se', 'id': 1401, 'type': 'Broker', 'url': 'http://www.slagga.se/'}",7.0,2017-02-28 10:08:11,1979.0,Villa,2263422,2017-05-17,3320000,bid,https://www.booli.se/annons/2263422,,,
"{'address': {'streetAddress': 'Jonas Backe 1', 'city': 'Falun'}, 'position': {'latitude': 60.59253353, 'longitude': 15.70287389}, 'namedAreas': ['Hälsingberg'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",1695000.0,85.0,24.0,328.0,"{'name': 'Slagga.se', 'id': 1401, 'type': 'Broker', 'url': 'http://www.slagga.se/'}",4.0,2017-04-25 19:58:15,1909.0,Villa,2308794,2017-05-16,2020000,bid,https://www.booli.se/annons/2308794,,,
"{'address': {'streetAddress': 'Klövervägen 2', 'city': 'Falun'}, 'position': {'latitude': 60.63537735, 'longitude': 15.59888577}, 'namedAreas': ['Stennäset'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",3850000.0,156.0,24.0,871.0,"{'name': 'Fastighetsbyrån', 'id': 1573, 'type': 'Broker', 'url': 'http://www.fastighetsbyran.se/'}",7.0,2017-03-31 22:28:07,1991.0,Villa,2292836,2017-04-20,4500000,bid,https://www.booli.se/annons/2292836,,,
"{'address': {'streetAddress': 'Sunnanhaga 38'}, 'position': {'latitude': 60.477895, 'longitude': 15.715583}, 'namedAreas': ['Sunnanhaga'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",1200000.0,126.0,32.0,1774.0,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",5.0,2017-03-17 23:50:58,1909.0,Villa,2283680,2017-03-31,1700000,bid,https://www.booli.se/annons/2283680,,,
"{'address': {'streetAddress': 'Åsgatan 58', 'city': 'Falun'}, 'position': {'latitude': 60.61300579, 'longitude': 15.62494957}, 'namedAreas': ['Östanfors'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",5800000.0,196.0,15.0,673.0,"{'name': 'Slagga.se', 'id': 1401, 'type': 'Broker', 'url': 'http://www.slagga.se/'}",7.0,2017-02-23 16:59:07,1768.0,Villa,2255180,2017-03-24,6225000,bid,https://www.booli.se/annons/2255180,,,
"{'address': {'streetAddress': 'Rupstjärn 55'}, 'position': {'latitude': 60.675908, 'longitude': 15.843306}, 'namedAreas': ['Sundborn'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",1600000.0,105.0,110.0,903.0,"{'name': 'Fastighetsbyrån', 'id': 1573, 'type': 'Broker', 'url': 'http://www.fastighetsbyran.se/'}",5.0,2017-02-03 14:27:37,1935.0,Villa,2231553,2017-03-08,1575000,bid,https://www.booli.se/annons/2231553,,,
"{'address': {'streetAddress': 'Hasselvägen 5', 'city': 'Falun'}, 'position': {'latitude': 60.58792013, 'longitude': 15.6889046}, 'namedAreas': ['Hälsinggården'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",2190000.0,95.0,90.0,890.0,"{'name': 'Fastighetsbyrån', 'id': 1573, 'type': 'Broker', 'url': 'http://www.fastighetsbyran.se/'}",4.0,2017-02-03 20:11:55,1965.0,Villa,2252988,2017-02-16,2640000,bid,https://www.booli.se/annons/2252988,,,
"{'address': {'streetAddress': 'Åsgatan 108', 'city': 'Falun'}, 'position': {'latitude': 60.61755698, 'longitude': 15.6196003}, 'namedAreas': ['Östanfors'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",3975000.0,122.0,,528.0,"{'name': 'Fastighetsbyrån', 'id': 1573, 'type': 'Broker', 'url': 'http://www.fastighetsbyran.se/'}",4.0,2017-01-31 00:25:52,1909.0,Villa,2234088,2017-02-10,3865000,bid,https://www.booli.se/annons/2234088,,,
"{'address': {'streetAddress': 'Rävilsvägen 13', 'city': 'Linghed'}, 'position': {'latitude': 60.7801689, 'longitude': 15.87702299}, 'namedAreas': ['Linghed'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",750000.0,97.0,60.0,1494.0,"{'name': 'ERA', 'id': 1562, 'type': 'Broker', 'url': 'http://www.erasweden.com/'}",4.0,2017-01-18 18:39:07,1949.0,Villa,2243079,2017-02-08,1200000,bid,https://www.booli.se/annons/2243079,,,
"{'address': {'streetAddress': 'Överbackavägen 21', 'city': 'Danholn'}, 'position': {'latitude': 60.62394209, 'longitude': 15.79415084}, 'namedAreas': ['Sundborn'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",1895000.0,148.0,88.0,3020.0,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",6.0,2016-03-11 18:20:39,1963.0,Villa,2054843,2016-11-29,2100000,bid,https://www.booli.se/annons/2054843,,,
"{'address': {'streetAddress': 'Ryttarvägen 3', 'city': 'Falun'}, 'position': {'latitude': 60.618392, 'longitude': 15.662491}, 'namedAreas': ['Järlinden'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",1950000.0,82.0,18.0,690.0,"{'name': 'Fastighetsbyrån', 'id': 1573, 'type': 'Broker', 'url': 'http://www.fastighetsbyran.se/'}",4.0,2016-10-25 19:05:48,1958.0,Villa,2204421,2016-11-22,2640000,bid,https://www.booli.se/annons/2204421,,,
"{'address': {'streetAddress': 'Stjärnvägen 38', 'city': 'Falun'}, 'position': {'latitude': 60.597631, 'longitude': 15.68772}, 'namedAreas': ['Haraldsbo'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",3150000.0,120.0,80.0,953.0,"{'name': 'Fastighetsbyrån', 'id': 1573, 'type': 'Broker', 'url': 'http://www.fastighetsbyran.se/'}",5.0,2016-11-02 19:59:39,1956.0,Villa,2207630,2016-11-17,3670000,bid,https://www.booli.se/annons/2207630,,,
