location,listPrice,livingArea,additionalArea,plotArea,source,rooms,published,constructionYear,objectType,booliId,soldDate,soldPrice,soldPriceSource,url,rent,floor,isNewConstruction
"{'address': {'streetAddress': 'Vrebrovägen 12', 'city': 'Sågmyra'}, 'position': {'latitude': 60.707626, 'longitude': 15.301821}, 'namedAreas': ['Sågmyra'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",1450000.0,139.0,72.0,1432.0,"{'name': 'SkandiaMäklarna', 'id': 1570, 'type': 'Broker', 'url': 'http://www.skandiamaklarna.se/'}",5.0,2020-09-11 21:43:22,,Villa,3957198,2020-10-01,2040000,maklare,https://www.booli.se/annons/3957198,,,
"{'address': {'streetAddress': 'Slaggatan 45', 'city': 'Falun'}, 'position': {'latitude': 60.61339911, 'longitude': 15.62245444}, 'namedAreas': ['Östanfors'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",5795000.0,187.0,26.0,507.0,"{'name': 'SkandiaMäklarna', 'id': 1570, 'type': 'Broker', 'url': 'http://www.skandiamaklarna.se/'}",7.0,2020-09-09 19:41:23,1909.0,Villa,3951741,2020-09-27,6250000,bobot,https://www.booli.se/annons/3951741,,,
"{'address': {'streetAddress': 'Lumsheden 124', 'city': 'Lumsheden'}, 'position': {'latitude': 60.7110955, 'longitude': 16.254229}, 'namedAreas': ['Svärdsjö'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",1450000.0,168.0,12.0,3997.0,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",6.0,2020-08-19 17:59:52,1887.0,Villa,3156629,2020-09-29,1650000,bid,https://www.booli.se/annons/3156629,,,
"{'address': {'streetAddress': 'Sockenvägen 2', 'city': 'Falun'}, 'position': {'latitude': 60.59828868, 'longitude': 15.67503655}, 'namedAreas': ['Haraldsbo'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",2995000.0,228.0,372.0,2406.0,"{'name': 'Fastighetsbyrån', 'id': 1573, 'type': 'Broker', 'url': 'http://www.fastighetsbyran.se/'}",8.0,2020-08-25 12:57:48,1937.0,Villa,3894069,2020-09-23,4450000,bid,https://www.booli.se/annons/3894069,,,
"{'address': {'streetAddress': 'Gammelvägen 14', 'city': 'Falun'}, 'position': {'latitude': 60.60263654, 'longitude': 15.66350121}, 'namedAreas': ['Övre Norslund'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",3195000.0,150.0,130.0,906.0,"{'name': 'SkandiaMäklarna', 'id': 1570, 'type': 'Broker', 'url': 'http://www.skandiamaklarna.se/'}",7.0,2020-07-31 14:50:21,1909.0,Villa,3907157,2020-08-31,3300000,bobot,https://www.booli.se/annons/3907157,,,
"{'address': {'streetAddress': 'Främby Udde 20'}, 'position': {'latitude': 60.57934863, 'longitude': 15.67400958}, 'namedAreas': ['Falun'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",1700000.0,38.0,,219.0,"{'name': 'ERA', 'id': 1562, 'type': 'Broker', 'url': 'http://www.erasweden.com/'}",3.0,2020-07-30 16:45:32,2014.0,Villa,3906208,2020-08-28,2100000,maklare,https://www.booli.se/annons/3906208,,,
"{'address': {'streetAddress': 'Lingvägen 175', 'city': 'Linghed'}, 'position': {'latitude': 60.78629786, 'longitude': 15.88496341}, 'namedAreas': ['Linghed'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",265000.0,75.0,,1094.0,"{'name': 'SkandiaMäklarna', 'id': 1570, 'type': 'Broker', 'url': 'http://www.skandiamaklarna.se/'}",3.0,2020-08-02 01:38:03,1914.0,Villa,3908206,2020-08-18,310000,bid,https://www.booli.se/annons/3908206,,,
"{'address': {'streetAddress': 'Stråtenbo 580', 'city': 'Stråtenbo'}, 'position': {'latitude': 60.574227, 'longitude': 15.456175}, 'namedAreas': ['Stråtenbo'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",3350000.0,105.0,105.0,20045.0,"{'name': 'SkandiaMäklarna', 'id': 1570, 'type': 'Broker', 'url': 'http://www.skandiamaklarna.se/'}",5.0,2020-07-24 15:15:38,1967.0,Villa,3902638,2020-08-13,3500000,bobot,https://www.booli.se/annons/3902638,,,
"{'address': {'streetAddress': 'Rexbo 66'}, 'position': {'latitude': 60.74301981, 'longitude': 15.39881155}, 'namedAreas': ['Bjursås'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",1650000.0,140.0,30.0,11458.0,"{'name': 'Slagga.se', 'id': 1401, 'type': 'Broker', 'url': 'http://www.slagga.se/'}",4.0,2020-07-24 20:54:29,1977.0,Villa,3894145,2020-08-06,2230000,bid,https://www.booli.se/annons/3894145,,,
"{'address': {'streetAddress': 'Kyrkbysvägen 12', 'city': 'Svärdsjö'}, 'position': {'latitude': 60.744047, 'longitude': 15.909421}, 'namedAreas': ['Svärdsjö'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",,135.0,21.0,1135.0,"{'name': 'SkandiaMäklarna', 'id': 1570, 'type': 'Broker', 'url': 'http://www.skandiamaklarna.se/'}",6.0,2020-07-17 17:01:07,1967.0,Villa,3898437,2020-07-21,3050000,maklare,https://www.booli.se/annons/3898437,,,
"{'address': {'streetAddress': 'Källvägen 7', 'city': 'Grycksbo'}, 'position': {'latitude': 60.69497903, 'longitude': 15.47788095}, 'namedAreas': ['Grycksbo'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",1695000.0,109.0,109.0,860.0,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",4.0,2020-06-30 18:33:37,1977.0,Villa,3881471,2020-07-16,1910000,bid,https://www.booli.se/annons/3881471,,,
"{'address': {'streetAddress': 'Tranbärsvägen 28', 'city': 'Falun'}, 'position': {'latitude': 60.58963, 'longitude': 15.697906}, 'namedAreas': ['Korsnäs'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",2750000.0,107.0,40.0,940.0,"{'name': 'SkandiaMäklarna', 'id': 1570, 'type': 'Broker', 'url': 'http://www.skandiamaklarna.se/'}",5.0,2020-06-26 09:47:18,1965.0,Villa,3877463,2020-07-09,3400000,bobot,https://www.booli.se/annons/3877463,,,
"{'address': {'streetAddress': 'Runnvägen 24', 'city': 'Falun'}, 'position': {'latitude': 60.569095, 'longitude': 15.650408}, 'namedAreas': ['Källviken'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",10995000.0,140.0,190.0,1794.0,"{'name': 'ERA', 'id': 1562, 'type': 'Broker', 'url': 'http://www.erasweden.com/'}",7.0,2020-05-27 01:19:47,1939.0,Villa,3842761,2020-06-27,11000000,maklare,https://www.booli.se/annons/3842761,,,
"{'address': {'streetAddress': 'Hyttgatan 24', 'city': 'Falun'}, 'position': {'latitude': 60.603011, 'longitude': 15.627277}, 'namedAreas': ['Elsborg'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",4250000.0,138.0,0.0,372.0,"{'name': 'SkandiaMäklarna', 'id': 1570, 'type': 'Broker', 'url': 'http://www.skandiamaklarna.se/'}",4.0,2020-03-18 14:49:04,2015.0,Villa,3770941,2020-06-27,3995000,bid,https://www.booli.se/annons/3770941,,,
"{'address': {'streetAddress': 'Bjursåsvägen 5', 'city': 'Bjursås'}, 'position': {'latitude': 60.73498711, 'longitude': 15.43927481}, 'namedAreas': ['Bjursås'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",1450000.0,130.0,80.0,2930.0,"{'name': 'SkandiaMäklarna', 'id': 1570, 'type': 'Broker', 'url': 'http://www.skandiamaklarna.se/'}",5.0,2020-05-20 15:01:19,1958.0,Villa,3836356,2020-06-05,1700000,bobot,https://www.booli.se/annons/3836356,,,
"{'address': {'streetAddress': 'Hökviken 50', 'city': 'Linghed'}, 'position': {'latitude': 60.774343, 'longitude': 15.86985}, 'namedAreas': ['Linghed'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",1995000.0,122.0,,5450.0,"{'name': 'Fastighetsbyrån', 'id': 1573, 'type': 'Broker', 'url': 'http://www.fastighetsbyran.se/'}",7.0,2020-05-15 14:34:43,1874.0,Villa,3795589,2020-06-01,2300000,bid,https://www.booli.se/annons/3795589,,,
"{'address': {'streetAddress': 'Hosjöstrand 95', 'city': 'Falun'}, 'position': {'latitude': 60.59657302, 'longitude': 15.74678643}, 'namedAreas': ['Hosjöstrand'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",2495000.0,148.0,,383.0,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",5.0,2020-05-06 16:11:31,1977.0,Villa,3820086,2020-05-29,2800000,bid,https://www.booli.se/annons/3820086,,,
"{'address': {'streetAddress': 'Grälviken 24'}, 'position': {'latitude': 60.607244, 'longitude': 15.452695}, 'namedAreas': ['Falun'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",1395000.0,94.0,,2173.0,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",3.0,2020-05-06 16:38:40,1917.0,Villa,3820136,2020-05-20,2100000,bid,https://www.booli.se/annons/3820136,,,
"{'address': {'streetAddress': 'Linnévägen 21', 'city': 'Falun'}, 'position': {'latitude': 60.61309393, 'longitude': 15.6389847}, 'namedAreas': ['Villastaden'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",6250000.0,315.0,27.0,1257.0,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",8.0,2020-04-20 17:08:17,1916.0,Villa,3804209,2020-04-29,7100000,maklare,https://www.booli.se/annons/3804209,,,
"{'address': {'streetAddress': 'Södra Strömvägen 25', 'city': 'Falun'}, 'position': {'latitude': 60.587021, 'longitude': 15.721373}, 'namedAreas': ['Masugnen'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",3350000.0,132.0,20.0,337.0,"{'name': 'SkandiaMäklarna', 'id': 1570, 'type': 'Broker', 'url': 'http://www.skandiamaklarna.se/'}",5.0,2019-10-25 15:19:09,1988.0,Villa,3640876,2020-05-09,3350000,bobot,https://www.booli.se/annons/3640876,,,
"{'address': {'streetAddress': 'Verktäktsvägen 19', 'city': 'Falun'}, 'position': {'latitude': 60.576371, 'longitude': 15.771352}, 'namedAreas': ['Falun'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",2795000.0,166.0,0.0,1313.0,"{'name': 'SkandiaMäklarna', 'id': 1570, 'type': 'Broker', 'url': 'http://www.skandiamaklarna.se/'}",7.0,2020-04-17 21:38:16,1991.0,Villa,3802629,2020-05-10,3150000,bobot,https://www.booli.se/annons/3802629,,,
"{'address': {'streetAddress': 'Södra Strömvägen 35', 'city': 'Falun'}, 'position': {'latitude': 60.586907, 'longitude': 15.720822}, 'namedAreas': ['Falun'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",4250000.0,130.0,0.0,329.0,"{'name': 'SkandiaMäklarna', 'id': 1570, 'type': 'Broker', 'url': 'http://www.skandiamaklarna.se/'}",7.0,2020-05-01 17:25:45,1988.0,Villa,3816772,2020-05-05,4700000,bobot,https://www.booli.se/annons/3816772,,,
"{'address': {'streetAddress': 'Bjursåsvägen 26O', 'city': 'Bjursås'}, 'position': {'latitude': 60.73897612, 'longitude': 15.44337125}, 'namedAreas': ['Bjursås'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",2250000.0,178.0,159.0,2510.0,"{'name': 'Fastighetsbyrån', 'id': 1573, 'type': 'Broker', 'url': 'http://www.fastighetsbyran.se/'}",6.0,2020-02-28 18:22:30,1950.0,Villa,3717633,2020-03-20,2575000,bid,https://www.booli.se/annons/3717633,,,
"{'address': {'streetAddress': 'Källvägen 8', 'city': 'Grycksbo'}, 'position': {'latitude': 60.69535621, 'longitude': 15.47785907}, 'namedAreas': ['Grycksbo'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",1550000.0,137.0,88.0,1360.0,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",5.0,2020-02-21 22:44:36,1965.0,Villa,3744920,2020-03-17,1700000,bid,https://www.booli.se/annons/3744920,,,
"{'address': {'streetAddress': 'Eriksbergsvägen 9', 'city': 'Linghed'}, 'position': {'latitude': 60.784919, 'longitude': 15.906722}, 'namedAreas': ['Linghed'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",795000.0,102.0,,868.0,"{'name': 'Fastighetsbyrån', 'id': 1573, 'type': 'Broker', 'url': 'http://www.fastighetsbyran.se/'}",3.0,2020-01-16 19:37:15,1900.0,Villa,3709450,2020-02-04,1040000,bid,https://www.booli.se/annons/3709450,,,
"{'address': {'streetAddress': 'Pegmatitstigen 6', 'city': 'Falun'}, 'position': {'latitude': 60.581515, 'longitude': 15.636788}, 'namedAreas': ['Galgberget'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",3950000.0,158.0,,1293.0,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",6.0,2016-11-26 22:45:19,2008.0,Villa,2223784,2016-12-07,4980000,maklare,https://www.booli.se/annons/2223784,,,
"{'address': {'streetAddress': 'Bergsgården 240'}, 'position': {'latitude': 60.664624, 'longitude': 15.547126}, 'namedAreas': ['79191'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",2990000.0,164.0,,5902.0,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",5.0,2017-11-05 22:18:33,1922.0,Villa,3035709,2017-11-22,2900000,maklare,https://www.booli.se/annons/3035709,,,
"{'address': {'streetAddress': 'Herrgårdsvägen 9', 'city': 'Falun'}, 'position': {'latitude': 60.587769, 'longitude': 15.684991}, 'namedAreas': ['Hälsinggården'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",3495000.0,155.0,6.0,1159.0,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",5.0,2017-11-16 17:47:43,1983.0,Villa,3043651,2017-12-02,4020000,maklare,https://www.booli.se/annons/3043651,,,
"{'address': {'streetAddress': 'Enviksbyn 131', 'city': 'Enviken'}, 'position': {'latitude': 60.800049, 'longitude': 15.790084}, 'namedAreas': ['Enviken'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",1095000.0,112.0,69.0,1475.0,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",5.0,2018-09-12 05:02:37,1955.0,Villa,3237158,2018-09-30,1510000,maklare,https://www.booli.se/annons/3237158,,,
"{'address': {'streetAddress': 'Bagges väg 7', 'city': 'Falun'}, 'position': {'latitude': 60.599699, 'longitude': 15.626865}, 'namedAreas': ['Elsborg'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",4775000.0,243.0,90.0,880.0,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",7.0,2019-10-04 01:25:33,1920.0,Villa,3613771,2019-10-17,4850000,maklare,https://www.booli.se/annons/3613771,,0.0,
"{'address': {'streetAddress': 'Vinkelvägen 10', 'city': 'Falun'}, 'position': {'latitude': 60.60030382, 'longitude': 15.66040745}, 'namedAreas': ['Nedre Norslund'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",3695000.0,232.0,40.0,1558.0,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",8.0,2019-03-01 23:25:55,1920.0,Villa,3345207,2019-03-14,4110000,maklare,https://www.booli.se/annons/3345207,,,
"{'address': {'streetAddress': 'Norra Backen 7', 'city': 'Falun'}, 'position': {'latitude': 60.619069, 'longitude': 15.596765}, 'namedAreas': ['Stenslund'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",3775000.0,165.0,47.0,855.0,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",6.0,2019-10-18 15:23:15,1983.0,Villa,3632856,2019-11-06,3775000,maklare,https://www.booli.se/annons/3632856,,,
"{'address': {'streetAddress': 'Blockhusvägen 30', 'city': 'Falun'}, 'position': {'latitude': 60.588246, 'longitude': 15.693416}, 'namedAreas': ['Korsnäs'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",,95.0,95.0,1075.0,"{'name': 'SkandiaMäklarna', 'id': 1570, 'type': 'Broker', 'url': 'http://www.skandiamaklarna.se/'}",4.0,2019-11-14 15:12:09,,Villa,3661902,2019-12-03,2840000,maklare,https://www.booli.se/annons/3661902,,,
"{'address': {'streetAddress': 'Steffens väg 19', 'city': 'Falun'}, 'position': {'latitude': 60.594269, 'longitude': 15.740613}, 'namedAreas': ['Hosjö'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",3500000.0,264.0,70.0,1142.0,"{'name': 'SkandiaMäklarna', 'id': 1570, 'type': 'Broker', 'url': 'http://www.skandiamaklarna.se/'}",6.0,2019-11-16 00:08:05,1950.0,Villa,3325551,2019-12-06,3650000,bid,https://www.booli.se/annons/3325551,,,
"{'address': {'streetAddress': 'Myrvägen 16', 'city': 'Falun'}, 'position': {'latitude': 60.61542937, 'longitude': 15.66388078}, 'namedAreas': ['Järlinden'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",1450000.0,70.0,70.0,1051.0,"{'name': 'SkandiaMäklarna', 'id': 1570, 'type': 'Broker', 'url': 'http://www.skandiamaklarna.se/'}",4.0,2019-11-08 21:57:46,1957.0,Villa,3656197,2019-12-05,2250000,bid,https://www.booli.se/annons/3656197,,,
"{'address': {'streetAddress': 'Bäckänget 35'}, 'position': {'latitude': 60.6655945, 'longitude': 15.81507671}, 'namedAreas': ['Sundborn'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",695000.0,100.0,35.0,17585.0,"{'name': 'SkandiaMäklarna', 'id': 1570, 'type': 'Broker', 'url': 'http://www.skandiamaklarna.se/'}",4.0,2019-05-20 17:15:21,1932.0,Villa,3451860,2019-06-10,780000,maklare,https://www.booli.se/annons/3451860,,,
"{'address': {'streetAddress': 'Västra Strömvägen 12', 'city': 'Falun'}, 'position': {'latitude': 60.587992, 'longitude': 15.724333}, 'namedAreas': ['Masugnen'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",3495000.0,163.0,20.0,402.0,"{'name': 'SkandiaMäklarna', 'id': 1570, 'type': 'Broker', 'url': 'http://www.skandiamaklarna.se/'}",7.0,2019-09-20 14:07:43,1978.0,Villa,3588135,2019-09-24,4200000,maklare,https://www.booli.se/annons/3588135,,,
"{'address': {'streetAddress': 'Pionjärvägen 8', 'city': 'Falun'}, 'position': {'latitude': 60.59823065, 'longitude': 15.68257793}, 'namedAreas': ['Haraldsbo'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",1995000.0,95.0,71.0,994.0,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",4.0,2019-10-04 13:37:29,1948.0,Villa,3614371,2019-10-31,1995000,bid,https://www.booli.se/annons/3614371,,,
"{'address': {'streetAddress': 'Vändrostvägen 5', 'city': 'Falun'}, 'position': {'latitude': 60.60307324, 'longitude': 15.59082379}, 'namedAreas': ['Gamla Berget'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",2975000.0,155.0,5.0,811.0,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",6.0,2016-07-28 19:55:50,1985.0,Villa,2144347,2016-08-12,3025000,maklare,https://www.booli.se/annons/2144347,,,
"{'address': {'streetAddress': 'Prästarvsvägen 13', 'city': 'Falun'}, 'position': {'latitude': 60.605198, 'longitude': 15.584509}, 'namedAreas': ['Gamla Berget'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",3495000.0,189.0,57.0,1059.0,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",8.0,2018-03-27 10:45:53,1979.0,Villa,3116211,2018-04-18,3675000,maklare,https://www.booli.se/annons/3116211,,,
"{'address': {'streetAddress': 'Hagagatan 21', 'city': 'Falun'}, 'position': {'latitude': 60.619738, 'longitude': 15.636701}, 'namedAreas': ['Haga'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",3975000.0,172.0,76.0,1139.0,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",7.0,2018-08-04 02:14:00,1933.0,Villa,3209564,2018-08-18,4210000,maklare,https://www.booli.se/annons/3209564,,,
"{'address': {'streetAddress': 'Risänget 1'}, 'position': {'latitude': 60.68603, 'longitude': 15.801935}, 'namedAreas': ['Sundborn'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",2495000.0,168.0,,4483.0,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",7.0,2019-03-01 17:55:28,1989.0,Villa,3344749,2019-03-08,2755000,maklare,https://www.booli.se/annons/3344749,,,
"{'address': {'streetAddress': 'Kyrkbyn 12', 'city': 'Svärdsjö'}, 'position': {'latitude': 60.750853, 'longitude': 15.908165}, 'namedAreas': ['Svärdsjö'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",650000.0,49.0,3.0,1172.0,"{'name': 'Länsförsäkringar Fastighetsförmedling', 'id': 64, 'type': 'Broker', 'url': 'https://www.lansfast.se/'}",2.0,2019-08-31 01:52:36,1929.0,Villa,3564561,2019-09-24,1300000,maklare,https://www.booli.se/annons/3564561,,,
"{'address': {'streetAddress': 'Centralvägen 57', 'city': 'Falun'}, 'position': {'latitude': 60.591043, 'longitude': 15.752406}, 'namedAreas': ['Hosjö'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",1900000.0,181.0,27.0,1420.0,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",7.0,2019-08-10 03:01:15,1882.0,Villa,3541600,2019-08-23,2000000,bid,https://www.booli.se/annons/3541600,,,
"{'address': {'streetAddress': 'Uggelviken 9'}, 'position': {'latitude': 60.64938996, 'longitude': 15.63250505}, 'namedAreas': ['Falun'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",2000000.0,70.0,,6160.0,"{'name': 'Fastighetsbyrån', 'id': 1573, 'type': 'Broker', 'url': 'http://www.fastighetsbyran.se/'}",,2019-06-21 16:00:58,,Villa,3496732,2019-08-20,2000000,bobot,https://www.booli.se/annons/3496732,,,
"{'address': {'streetAddress': 'Bengtsarvet 12', 'city': 'Grycksbo'}, 'position': {'latitude': 60.677536, 'longitude': 15.505593}, 'namedAreas': ['Grycksbo'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",950000.0,75.0,100.0,4400.0,"{'name': 'SkandiaMäklarna', 'id': 1570, 'type': 'Broker', 'url': 'http://www.skandiamaklarna.se/'}",2.0,2019-08-06 16:03:35,1800.0,Villa,3537418,2019-08-19,1250000,bid,https://www.booli.se/annons/3537418,,,
"{'address': {'streetAddress': 'Billingsnäs 49'}, 'position': {'latitude': 60.576971, 'longitude': 15.404008}, 'namedAreas': ['Valsan'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",1395000.0,80.0,20.0,1966.0,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",3.0,2019-07-18 15:04:39,1982.0,Villa,3527060,2019-08-16,1910000,bid,https://www.booli.se/annons/3527060,,,
"{'address': {'streetAddress': 'Sundbornsvägen 62', 'city': 'Falun'}, 'position': {'latitude': 60.59951, 'longitude': 15.769749}, 'namedAreas': ['Falun'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",995000.0,98.0,,2126.0,"{'name': 'Fastighetsbyrån', 'id': 1573, 'type': 'Broker', 'url': 'http://www.fastighetsbyran.se/'}",5.0,2019-06-24 20:03:34,1909.0,Villa,3495389,2019-07-05,1800000,bid,https://www.booli.se/annons/3495389,,,
"{'address': {'streetAddress': 'Snickarvägen 2', 'city': 'Sundborn'}, 'position': {'latitude': 60.65478981, 'longitude': 15.77024471}, 'namedAreas': ['Sundborn'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",1995000.0,111.0,,1100.0,"{'name': 'ERA', 'id': 1562, 'type': 'Broker', 'url': 'http://www.erasweden.com/'}",4.0,2019-03-14 10:32:41,1988.0,Villa,3318348,2019-03-29,2005000,maklare,https://www.booli.se/annons/3318348,,,
"{'address': {'streetAddress': 'Källtorpsvägen 26A', 'city': 'Falun'}, 'position': {'latitude': 60.584702, 'longitude': 15.642636}, 'namedAreas': ['Falun'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",3995000.0,160.0,,1380.0,"{'name': 'Fastighetsbyrån', 'id': 1573, 'type': 'Broker', 'url': 'http://www.fastighetsbyran.se/'}",5.0,2019-06-13 19:32:39,1903.0,Villa,3480642,2019-06-29,3995000,bid,https://www.booli.se/annons/3480642,,,
"{'address': {'streetAddress': 'Västra Strömvägen 5', 'city': 'Falun'}, 'position': {'latitude': 60.58892118, 'longitude': 15.72061721}, 'namedAreas': ['Strömkanalen'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",3000000.0,300.0,40.0,970.0,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",10.0,2019-06-02 01:07:06,1899.0,Villa,3465867,2019-06-24,2940000,bid,https://www.booli.se/annons/3465867,,,
"{'address': {'streetAddress': 'Lilltorpsvägen 71', 'city': 'Falun'}, 'position': {'latitude': 60.59645252, 'longitude': 15.56631026}, 'namedAreas': ['Lilltorpet'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",4395000.0,140.0,,2200.0,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",4.0,2019-05-24 00:09:54,1937.0,Villa,3456137,2019-06-14,5650000,bobot,https://www.booli.se/annons/3456137,,,
"{'address': {'streetAddress': 'Idrottsvägen 41', 'city': 'Falun'}, 'position': {'latitude': 60.595239, 'longitude': 15.63222}, 'namedAreas': ['Daglöstäkten'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",3275000.0,136.0,50.0,920.0,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",4.0,2019-05-22 04:23:31,1924.0,Villa,3453829,2019-06-11,3350000,bid,https://www.booli.se/annons/3453829,,,
